,type,compound_score,pos_score,neg_score,neu_score,ellipses,exclamation,question,links
5180,INFJ,0.032294,0.06753999999999999,0.05708,0.8753800000000002,33,3,6,2
5181,ENTJ,0.22075652173913038,0.12673913043478263,0.04413043478260869,0.8291304347826087,7,83,4,2
5182,INTJ,0.11672,0.11331999999999999,0.07846,0.80822,28,0,6,0
5183,INTP,-0.027227999999999995,0.11181999999999999,0.099,0.78916,19,0,5,0
5184,INFJ,0.17134400000000002,0.10268000000000001,0.04928,0.84804,31,1,10,3
5185,ENFP,0.46787600000000007,0.23953999999999998,0.05626,0.7041799999999999,36,10,6,0
5186,INFJ,0.072542,0.10886000000000001,0.09498000000000001,0.75614,43,7,2,0
5187,ENFP,0.24034199999999997,0.1843,0.07014,0.7456199999999998,38,39,4,0
5188,INFJ,0.5541240000000001,0.24114000000000002,0.04190000000000001,0.7169399999999999,46,57,4,0
5189,INFP,0.33495199999999997,0.15772,0.06322,0.7791399999999998,35,21,9,0
5190,ISTP,0.275392,0.16142,0.06944,0.7691800000000001,51,6,2,1
5191,INFP,0.253986,0.16928,0.064,0.7667999999999999,33,4,7,0
5192,ENFP,0.254492,0.19606,0.06957999999999999,0.7343,30,16,11,0
5193,INFJ,0.18567799999999998,0.11040000000000001,0.054700000000000006,0.83492,33,1,20,0
5194,ESFP,0.14470400000000003,0.11546000000000001,0.061020000000000005,0.8235200000000001,34,3,19,0
5195,INFJ,0.25756799999999996,0.15167999999999998,0.03936,0.8089399999999999,17,11,7,1
5196,ENTP,0.091432,0.11594000000000002,0.06932,0.8147199999999999,22,1,20,1
5197,ENTP,0.03757800000000001,0.059079999999999994,0.047380000000000005,0.8934799999999999,46,1,1,25
5198,INTP,0.199062,0.1934,0.06364,0.7429600000000001,8,50,5,14
5199,INTP,0.04209199999999999,0.11732000000000001,0.1021,0.7805199999999999,19,1,19,1
5200,INFP,0.258174,0.11967999999999998,0.03178,0.8485600000000001,38,12,3,11
5201,ESTP,0.28080476190476195,0.1755714285714286,0.017285714285714286,0.8071428571428573,4,5,1,2
5202,INFP,0.243926,0.16142,0.05206,0.78652,30,6,0,2
5203,ISFJ,0.34565199999999996,0.16381999999999997,0.039040000000000005,0.7970999999999999,38,15,26,2
5204,ENTP,-0.0315027027027027,0.07481081081081081,0.0892972972972973,0.8359459459459458,31,0,5,1
5205,ENFP,0.174048,0.1115,0.08180000000000001,0.8066999999999999,17,8,19,0
5206,ENFP,0.14555400000000002,0.12538,0.0883,0.7863,36,6,8,4
5207,INFP,0.07064399999999998,0.0823,0.06168,0.8560599999999999,20,0,18,27
5208,ENFP,0.286098,0.20190000000000002,0.0646,0.73352,20,5,7,1
5209,ENTJ,0.215608,0.25238,0.13174,0.61584,15,7,4,1
5210,ENTP,0.322286,0.16098,0.05048,0.7885599999999999,33,12,10,9
5211,INTP,0.07647399999999997,0.13155999999999998,0.12832000000000002,0.7400399999999999,21,2,11,0
5212,ENTP,0.160044,0.11412000000000001,0.06114000000000001,0.8247599999999999,34,10,10,4
5213,INTP,0.145708,0.10224,0.0499,0.8478600000000002,53,6,15,4
5214,ENTJ,0.023826,0.08552,0.07922000000000001,0.83526,23,1,6,8
5215,INFJ,0.14046,0.12722,0.06612,0.80664,17,10,12,0
5216,INFJ,0.17253800000000002,0.10918,0.06206,0.8287,34,3,16,1
5217,INFP,0.09362399999999999,0.14792,0.07912,0.7529200000000001,34,0,6,0
5218,INTJ,0.178198,0.13194,0.054740000000000004,0.8132600000000001,9,1,7,3
5219,INFJ,0.16857,0.16494000000000003,0.07446,0.7605600000000001,45,9,13,9
5220,INFP,0.07420800000000001,0.1245,0.07788,0.7976000000000001,18,2,10,0
5221,INFP,0.37358399999999997,0.14864,0.05182,0.79956,49,1,0,0
5222,ISFJ,0.345888,0.19161999999999998,0.07024,0.73818,39,13,4,0
5223,INFJ,0.153296,0.17256,0.12436,0.7030400000000001,21,1,1,5
5224,INFP,0.24185800000000002,0.1533,0.07868,0.74808,35,5,8,0
5225,INFJ,0.473908,0.19717999999999997,0.044879999999999996,0.7579,36,30,11,2
5226,ENTP,0.226432,0.19678000000000004,0.0788,0.72434,41,34,13,3
5227,ISFP,0.274208,0.1832,0.049960000000000004,0.76684,25,11,20,2
5228,INFP,0.10863799999999997,0.13577999999999998,0.09536,0.7689,20,6,3,10
5229,INFP,0.17598,0.08789999999999999,0.02388,0.8881600000000001,13,0,2,43
5230,INFJ,0.230304,0.1684,0.0554,0.77616,24,19,8,7
5231,INFP,0.208992,0.17996,0.0519,0.76812,11,8,12,15
5232,INTJ,0.371888,0.24597999999999998,0.06214,0.69186,19,5,15,0
5233,INFP,0.0015499999999999848,0.09179999999999999,0.09780000000000001,0.8103199999999999,45,0,4,1
5234,INFP,0.19061200000000003,0.15926,0.09548,0.7453,27,6,11,6
5235,INTJ,0.224756,0.1298,0.05780000000000001,0.8123199999999998,23,4,12,27
5236,INTP,0.33704,0.17842,0.08272,0.7388600000000001,35,7,12,1
5237,ENTJ,0.331922,0.1458,0.059239999999999994,0.79496,44,6,12,0
5238,INTJ,0.104884,0.1063,0.09356000000000002,0.80012,14,1,12,2
5239,INTP,0.34235600000000005,0.1534,0.05757999999999999,0.78898,38,20,9,0
5240,ENTP,0.28609799999999996,0.12216,0.03722,0.84056,22,4,8,0
5241,INFJ,0.19976857142857138,0.22885714285714284,0.07291428571428571,0.6981999999999999,8,1,6,0
5242,INFJ,-0.014660000000000001,0.10933999999999999,0.08374000000000001,0.7868999999999999,6,0,0,1
5243,INFP,0.22726799999999997,0.13674,0.053020000000000005,0.81024,25,2,3,8
5244,ENFJ,0.513656,0.22774,0.047540000000000006,0.72482,41,21,4,2
5245,INFP,0.14524600000000001,0.19678,0.12808,0.65506,23,2,7,1
5246,ENFP,0.429036,0.20396,0.0209,0.77512,30,17,3,0
5247,INTP,0.15805999999999995,0.11959999999999998,0.0659,0.81458,43,3,8,5
5248,INTJ,0.20971800000000002,0.18327999999999997,0.12269999999999999,0.69406,17,25,10,0
5249,INTJ,0.159408,0.18766000000000002,0.04447999999999999,0.76788,3,15,4,4
5250,INFJ,0.48559399999999997,0.18640000000000004,0.04341999999999999,0.7701600000000002,42,21,11,0
5251,INFJ,0.299982,0.15648,0.04954000000000001,0.7739400000000001,24,18,2,5
5252,ISTP,0.4079,0.16707999999999998,0.039540000000000006,0.7934,54,0,18,0
5253,INTJ,0.337256,0.14303999999999997,0.04548,0.8115000000000001,51,16,13,1
5254,ENFP,0.30284565217391307,0.24517391304347827,0.08506521739130435,0.6480652173913044,26,17,1,2
5255,INFP,0.23175,0.16062500000000002,0.06454166666666666,0.7749166666666666,11,7,0,1
5256,INTP,0.28322,0.16834,0.056240000000000005,0.7754800000000001,15,20,16,0
5257,INFP,0.006577999999999997,0.049080000000000006,0.063,0.8879400000000001,3,4,1,40
5258,ENTP,0.13931600000000002,0.12216,0.08212,0.7557200000000001,21,0,7,5
5259,INFJ,0.37671000000000004,0.19261999999999996,0.051500000000000004,0.7558400000000001,33,21,11,1
5260,INFP,0.257102,0.16692,0.09237999999999999,0.7407199999999999,27,6,7,4
5261,INTP,0.107844,0.0864,0.045919999999999996,0.86772,18,2,13,18
5262,INTP,0.11588400000000001,0.13608,0.08625999999999999,0.77766,14,0,7,9
5263,INFP,0.11049599999999998,0.1356,0.09549999999999999,0.7689,20,7,3,3
5264,ESTJ,0.1418,0.14198000000000002,0.07592,0.7821199999999999,16,3,6,2
5265,ISTJ,0.23227600000000004,0.14916000000000001,0.08234,0.7685000000000001,34,54,6,4
5266,ISTP,0.025780000000000004,0.08906,0.08800000000000001,0.82292,7,0,6,1
5267,ENFP,0.20795000000000002,0.20548000000000002,0.12091999999999999,0.6736200000000001,51,9,27,1
5268,INFP,0.434862,0.24084,0.08812000000000002,0.67108,39,31,15,0
5269,INTP,0.047502,0.10529999999999999,0.10741999999999999,0.7672599999999999,15,2,7,6
5270,INFP,0.101552,0.13757999999999998,0.10235999999999999,0.76008,11,0,4,2
5271,INTP,0.08060200000000001,0.12480000000000001,0.09588,0.77932,19,1,9,2
5272,ENTJ,0.21491600000000002,0.17614000000000002,0.09727999999999999,0.72658,28,10,9,0
5273,INFP,0.3489980000000001,0.2384,0.09291999999999997,0.6687000000000001,41,41,16,0
5274,INFP,0.34260217391304354,0.3392826086956522,0.06293478260869564,0.5760434782608695,15,4,3,5
5275,ENFP,0.2601681818181818,0.20413636363636367,0.06443181818181819,0.7313863636363638,34,31,7,0
5276,INFJ,0.35653000000000007,0.18597999999999995,0.044139999999999985,0.76988,33,11,5,2
5277,ENTP,0.33598,0.15818000000000002,0.0698,0.7719400000000001,41,46,7,0
5278,ENFP,0.20999400000000001,0.1368,0.06295999999999999,0.8001599999999999,39,5,15,0
5279,INTP,0.050374000000000016,0.11109999999999999,0.09016,0.7988,37,0,7,0
5280,ENFP,0.13133,0.14864,0.0785,0.77284,31,21,7,18
5281,INFP,0.27244399999999996,0.16118,0.059939999999999986,0.7788799999999999,30,0,5,1
5282,ESFJ,0.20296,0.12215999999999999,0.06198000000000001,0.8158600000000001,37,30,20,0
5283,INFJ,0.44885600000000003,0.17294,0.02986,0.79714,34,9,10,4
5284,INTP,0.14860399999999999,0.18356000000000003,0.07184,0.74464,24,6,10,3
5285,ENFP,0.240672,0.1482,0.06699999999999999,0.7848999999999999,32,7,9,0
5286,INTJ,0.036502,0.10352000000000001,0.12237999999999999,0.7740799999999999,33,0,10,0
5287,ENTP,0.14748,0.14095999999999997,0.049940000000000005,0.80908,17,2,2,25
5288,ESTP,0.215176,0.13432,0.05534000000000001,0.8103799999999999,15,5,17,3
5289,INFJ,0.140868,0.1143,0.07153999999999999,0.8141799999999999,23,0,5,3
5290,ENFP,0.413746,0.16771999999999998,0.036180000000000004,0.7961199999999999,37,26,35,2
5291,INFJ,0.29603199999999996,0.17672000000000002,0.0499,0.7733600000000002,25,0,7,2
5292,INFP,0.27885,0.19333333333333336,0.08397916666666666,0.7227083333333333,28,3,8,1
5293,ISFP,0.3987240000000001,0.2042,0.04612,0.7496200000000001,45,14,29,2
5294,ISTP,-0.015513999999999983,0.14888,0.12616,0.7249800000000001,12,0,5,5
5295,INTP,0.042695999999999984,0.10872000000000001,0.09992000000000001,0.7914,15,9,19,8
5296,ENTP,0.168458,0.09588,0.04713999999999999,0.85698,25,7,3,8
5297,INTP,0.17186,0.11535999999999999,0.06882000000000002,0.8157800000000001,36,10,12,3
5298,INTJ,0.18485200000000002,0.10238000000000001,0.050420000000000006,0.84724,30,3,9,6
5299,INTJ,0.35410200000000003,0.1449,0.03658,0.81856,43,5,2,2
5300,INFP,0.31655599999999995,0.18236,0.06214,0.7555200000000001,32,12,7,0
5301,INTP,0.279116,0.1646,0.057880000000000015,0.77746,39,3,4,0
5302,ENTP,0.5115807692307692,0.1925769230769231,0.033346153846153845,0.7741153846153845,19,11,5,0
5303,INTJ,0.07295454545454545,0.08945454545454545,0.05563636363636363,0.854939393939394,12,2,8,4
5304,ENTP,0.16010799999999997,0.14236,0.08832,0.76932,25,8,12,1
5305,INFJ,0.038994,0.09770000000000001,0.07378,0.8284999999999999,29,1,12,5
5306,INTP,-0.030052,0.042359999999999995,0.07186,0.8857999999999998,24,0,1,57
5307,INFP,0.05932599999999999,0.1718,0.10178000000000001,0.7264199999999998,12,1,8,17
5308,ENTP,0.108784,0.11654,0.08676000000000002,0.7967200000000001,51,7,10,2
5309,INTP,0.052758,0.09964,0.07098,0.82938,30,4,15,0
5310,ENTP,0.30322200000000005,0.27422,0.04982,0.6759000000000001,15,10,6,5
5311,INFJ,0.293886,0.18572,0.06803999999999999,0.74628,35,0,4,0
5312,ENFP,0.40224358974358976,0.21605128205128205,0.06999999999999999,0.7139230769230769,23,7,15,0
5313,INFP,0.21605800000000003,0.14852,0.08517999999999999,0.7663,29,13,4,11
5314,INTJ,0.010861999999999991,0.09036000000000001,0.07241999999999998,0.8372800000000001,42,0,3,3
5315,INFJ,0.10184599999999999,0.15083999999999997,0.09258000000000001,0.7565799999999999,19,0,5,4
5316,ISFP,0.16129761904761905,0.16547619047619047,0.08685714285714285,0.7476666666666667,35,3,0,3
5317,INFP,-0.012110000000000001,0.11068000000000001,0.10342000000000001,0.78594,11,2,0,0
5318,ISFP,0.028734000000000003,0.13305999999999998,0.12359999999999999,0.7433,29,4,14,4
5319,INFJ,0.33024333333333333,0.1485,0.028633333333333334,0.8229,14,0,4,1
5320,INFJ,0.44618421052631574,0.204,0.03510526315789473,0.7608947368421054,24,6,6,0
5321,ENTP,0.44216666666666665,0.1617435897435897,0.04410256410256411,0.7941282051282051,31,10,9,0
5322,ISTJ,0.16218000000000005,0.13102,0.07822000000000001,0.7906599999999999,40,2,9,0
5323,INFJ,0.18268571428571428,0.21374285714285715,0.0772,0.7090571428571429,6,6,1,0
5324,INFP,0.209134,0.13436,0.06778,0.7978399999999999,27,0,2,1
5325,INTP,0.10069166666666668,0.08736666666666666,0.06218333333333334,0.7171000000000001,20,7,4,18
5326,INFJ,0.35346200000000005,0.20496000000000003,0.04088,0.7541199999999999,42,6,16,2
5327,ENFP,0.11705185185185184,0.08788888888888889,0.07951851851851853,0.8326296296296296,14,5,5,0
5328,INFP,0.130008,0.11270000000000001,0.04974,0.83756,8,8,9,0
5329,INFP,0.03743400000000001,0.10678000000000001,0.061040000000000004,0.8321600000000001,35,62,12,11
5330,INFP,0.381442,0.18724,0.059640000000000006,0.75306,36,6,19,4
5331,INTP,0.092466,0.13952,0.09626000000000001,0.76422,18,1,1,4
5332,ENTP,0.391688,0.20323999999999998,0.04868,0.7280599999999999,27,17,8,30
5333,ENFP,0.3119885714285714,0.1501142857142857,0.04542857142857142,0.8043714285714285,22,0,1,2
5334,INTP,0.047726000000000005,0.11024,0.09468,0.7950399999999999,51,5,9,0
5335,INFP,0.144234,0.14954,0.08238,0.7680999999999999,16,1,7,8
5336,INTJ,0.07221,0.12305999999999999,0.09877999999999998,0.7781199999999999,29,9,18,1
5337,INFP,0.4688861111111111,0.2268611111111111,0.045888888888888896,0.7272777777777778,23,6,3,1
5338,INFP,0.21239999999999998,0.18242,0.08816,0.7293400000000001,18,2,17,0
5339,INTJ,-0.08658199999999999,0.10464000000000001,0.12572,0.7696799999999999,47,0,7,0
5340,INTJ,0.16153599999999999,0.10656,0.033580000000000006,0.85982,18,0,11,11
5341,INFP,0.16571999999999998,0.17013999999999999,0.11087999999999999,0.71908,69,38,10,0
5342,ENTP,0.038094444444444445,0.07644444444444444,0.07305555555555554,0.8505555555555556,15,1,3,0
5343,INFP,0.29422200000000004,0.22526000000000004,0.08537999999999998,0.68934,21,17,7,0
5344,INTJ,0.3616025,0.21654999999999996,0.0625,0.7209749999999999,32,0,3,0
5345,ISFJ,0.378644,0.2228,0.044199999999999996,0.73304,50,33,9,5
5346,ESTP,0.247372,0.13777999999999999,0.06681999999999999,0.7954199999999999,41,1,13,2
5347,INFP,0.15854000000000001,0.10643999999999998,0.0622,0.83136,31,2,7,11
5348,ISTP,0.10969200000000001,0.09115999999999999,0.06858,0.84024,31,0,5,0
5349,INTP,0.194122,0.11798,0.06464,0.81734,37,5,11,5
5350,ENFP,0.3579300000000001,0.17981999999999998,0.050980000000000004,0.7692,36,36,14,0
5351,INFJ,0.19651600000000002,0.16127999999999998,0.06052,0.7782599999999998,14,1,4,8
5352,INTJ,0.17937399999999998,0.12412000000000001,0.08204,0.7938,24,8,9,0
5353,INFP,0.197396,0.09386000000000001,0.03118,0.8749800000000001,23,2,6,23
5354,INTP,0.139566,0.10944,0.043680000000000004,0.84686,9,0,7,19
5355,INTJ,0.14000600000000002,0.12206000000000002,0.10486,0.77306,20,0,10,6
5356,ENFP,0.221062,0.16222,0.11785999999999999,0.7199800000000001,47,42,9,0
5357,ENTP,0.15831800000000001,0.10343999999999999,0.050460000000000005,0.84604,24,8,19,0
5358,INFJ,0.11007400000000002,0.1535,0.07216000000000002,0.7743800000000001,12,0,1,0
5359,INFJ,0.298156,0.19062,0.0509,0.7584999999999998,31,11,13,3
5360,ISTJ,0.135624,0.1033,0.08454,0.8121199999999998,40,1,12,2
5361,INFP,0.03482800000000001,0.12644,0.12084,0.7526599999999999,33,8,10,1
5362,INTJ,0.21626200000000004,0.14623999999999998,0.08368,0.7701399999999999,31,5,13,0
5363,INTP,0.11506999999999998,0.11170000000000002,0.06586,0.82244,23,3,14,2
5364,INFP,0.32229399999999997,0.1616,0.07208,0.7663800000000002,38,7,6,1
5365,INFJ,0.29290799999999995,0.12926,0.05696,0.8138200000000001,44,16,13,1
5366,ENTP,0.266818,0.15686000000000003,0.06946,0.7737800000000001,41,4,3,1
5367,ISTP,0.145902,0.16462,0.05268,0.7827,43,4,4,6
5368,INFP,0.227034,0.19204000000000004,0.07388,0.7340799999999998,23,8,14,0
5369,INTJ,0.18304999999999996,0.14788,0.12128,0.7307600000000001,28,0,24,0
5370,INFP,0.197978,0.13152,0.10088,0.7676,26,0,7,5
5371,INTP,0.154648,0.1154,0.07780000000000001,0.8066599999999999,38,2,7,2
5372,INFJ,0.26819791666666665,0.17022916666666665,0.06333333333333334,0.7664583333333334,31,14,8,5
5373,INFP,-0.04231599999999999,0.13852,0.10812,0.7534199999999999,27,2,1,0
5374,INFJ,0.21107999999999996,0.13754000000000002,0.06756,0.7948000000000001,32,5,9,0
5375,ENFP,0.354066,0.20074000000000003,0.06466,0.7345400000000001,32,18,15,1
5376,ENTJ,-0.017724000000000014,0.08778000000000001,0.07778,0.83442,33,0,9,2
5377,ENFP,0.292196,0.14664,0.061259999999999995,0.7921200000000002,38,8,2,1
5378,INFP,0.18819,0.15114,0.10462000000000002,0.7442000000000002,44,6,11,10
5379,ESTP,0.25467999999999996,0.15874000000000002,0.0493,0.7919799999999999,23,2,11,1
5380,INFP,0.09676200000000001,0.12798,0.08222000000000002,0.76984,59,32,10,1
5381,INFJ,0.272256,0.14778,0.05626,0.7959599999999999,32,6,20,2
5382,INFJ,0.21683600000000003,0.15624000000000002,0.0766,0.7672000000000001,33,0,5,0
5383,INFP,0.190458,0.13452,0.06692000000000001,0.77854,23,9,11,3
5384,ENFJ,0.146728,0.09484,0.06526000000000001,0.83986,28,5,11,0
5385,INFJ,0.15343,0.10332000000000001,0.05983999999999999,0.8368200000000001,39,2,13,2
5386,ENTJ,0.10793199999999999,0.11814,0.06872,0.8131,34,2,2,0
5387,INFP,0.11473478260869566,0.10628260869565216,0.07732608695652175,0.8163043478260867,32,11,6,0
5388,INFJ,0.17971399999999998,0.22128,0.06694,0.71182,4,13,2,12
5389,INFJ,0.22933599999999998,0.14,0.0861,0.77396,42,0,6,0
5390,INFJ,0.25442200000000004,0.15564,0.05908,0.7853,40,6,11,4
5391,INFP,0.13719,0.13879999999999998,0.08182,0.7794200000000001,31,6,1,2
5392,INFP,0.333046,0.17284,0.06674,0.7604,36,3,11,3
5393,INFP,0.028556097560975616,0.09221951219512195,0.06409756097560976,0.8435853658536584,25,7,11,1
5394,INTJ,0.125226,0.1571,0.09648,0.7464200000000001,51,5,12,0
5395,INFJ,0.131976,0.17822000000000002,0.0875,0.7342400000000001,36,4,12,1
5396,ENFP,0.48434,0.18967999999999996,0.04571999999999999,0.7646,35,2,5,5
5397,INFJ,0.06503199999999999,0.11843999999999999,0.07456,0.8070400000000001,15,7,18,0
5398,ENFP,0.5044799999999999,0.24764,0.0371,0.71532,22,2,2,3
5399,ENTP,0.213342,0.15128,0.05722000000000001,0.7914800000000001,25,11,15,9
5400,ENFJ,0.12112400000000001,0.14784,0.11606,0.73618,13,0,6,5
5401,ENFP,0.31518,0.17060000000000003,0.050879999999999995,0.7785599999999999,31,21,5,4
5402,ENTJ,0.21219800000000003,0.10724,0.06244000000000001,0.8303200000000001,26,10,5,3
5403,INFP,0.202984,0.18177999999999997,0.09824,0.71998,20,27,8,2
5404,INTJ,0.3877266666666668,0.15971111111111114,0.03771111111111111,0.8026000000000001,28,17,20,0
5405,INFJ,0.104494,0.12718,0.09587999999999999,0.7769600000000001,46,8,20,0
5406,ENTP,0.385064,0.16614,0.04816,0.7857199999999999,37,5,19,0
5407,ENFP,0.289648,0.19222,0.07416,0.7336,35,14,6,0
5408,INFP,0.18468200000000004,0.12254000000000001,0.06502,0.8123999999999999,22,1,1,4
5409,ISFP,0.140904,0.13796,0.06222,0.79988,21,3,7,4
5410,INFJ,0.291728,0.16382000000000002,0.07386,0.7622999999999999,39,17,3,6
5411,INFJ,0.06381200000000001,0.11368,0.09374,0.79258,26,11,8,0
5412,INTJ,0.06493199999999999,0.09168,0.07006,0.8382599999999999,44,0,6,5
5413,ISTP,-0.155412,0.07864,0.10772,0.8136,17,4,4,0
5414,ENTP,0.23015128205128205,0.18943589743589745,0.07923076923076923,0.7313846153846154,25,15,3,1
5415,INFJ,0.26638599999999996,0.14395999999999998,0.04506,0.81098,24,0,8,6
5416,ISFP,0.12551,0.08485999999999999,0.03282,0.8823399999999999,9,0,1,35
5417,ENTP,0.18374400000000002,0.11346,0.07276,0.8137400000000001,48,2,10,0
5418,INFP,0.014980000000000004,0.14307999999999998,0.12326000000000001,0.7336400000000001,36,3,0,0
5419,INFP,0.12613200000000002,0.13781999999999997,0.09905999999999998,0.7631199999999998,37,3,7,0
5420,INTP,0.18777999999999997,0.10662,0.039580000000000004,0.85378,29,2,13,4
5421,INFJ,0.048122,0.11886,0.09656,0.7845399999999999,58,0,4,1
5422,ENTP,0.221624,0.15102,0.07668,0.77228,28,2,4,0
5423,INTP,-0.08752800000000001,0.07680000000000001,0.09994,0.82324,13,9,16,5
5424,ISTJ,-0.03200600000000001,0.09218,0.09963999999999999,0.7482000000000001,25,3,10,6
5425,INTP,0.156462,0.12752,0.0659,0.80658,36,2,5,1
5426,INTJ,0.15806888888888887,0.14493333333333333,0.08262222222222222,0.7724444444444444,33,3,1,4
5427,INFP,0.155482,0.16652,0.127,0.7064999999999999,20,1,12,2
5428,INFP,0.25503600000000004,0.17854000000000003,0.11386000000000002,0.7075599999999999,28,19,2,5
5429,INTP,0.225686,0.17354,0.06962,0.7568400000000003,29,9,10,0
5430,INFP,0.143824,0.08422,0.05657999999999999,0.8592399999999999,20,1,4,18
5431,INFJ,0.4635079999999999,0.18782,0.05022,0.7619399999999998,49,0,5,0
5432,ESTP,0.24122000000000005,0.12878,0.072,0.7992400000000001,31,0,8,2
5433,INFP,0.201436,0.16056,0.0573,0.7822,11,2,1,5
5434,ISTP,0.160548,0.11442000000000001,0.06966,0.8159199999999999,48,5,7,0
5435,ENTP,0.08538,0.13928000000000001,0.08104000000000001,0.7797,13,0,13,2
5436,INFP,0.13003636363636362,0.08095454545454545,0.04295454545454546,0.8760909090909091,15,2,4,0
5437,INTJ,0.35885624999999993,0.15714583333333332,0.06797916666666666,0.7748750000000001,33,1,3,2
5438,INFJ,0.35011,0.17800000000000002,0.059539999999999996,0.76248,61,0,4,0
5439,INFP,0.05974400000000001,0.15957999999999997,0.11501999999999998,0.7254400000000001,18,6,8,3
5440,INTP,0.07559799999999998,0.10304,0.09224,0.80472,19,0,11,7
5441,INTJ,0.020222000000000004,0.11379999999999998,0.10116,0.78506,22,3,7,3
5442,INFJ,0.12803599999999998,0.13266,0.10007999999999999,0.7672800000000002,28,2,7,2
5443,INFJ,0.11069000000000002,0.12075999999999999,0.09364,0.7856399999999999,43,0,3,0
5444,ENTP,0.024522448979591854,0.10453061224489796,0.0906326530612245,0.8048367346938775,29,0,8,0
5445,INFP,0.224482,0.1485,0.04338,0.8081200000000002,27,1,3,10
5446,INFP,0.034616,0.11341999999999999,0.10538,0.76116,28,3,11,1
5447,INTP,0.0009960000000000058,0.10446,0.1207,0.7748799999999999,33,0,10,2
5448,INTJ,0.15655945945945945,0.09624324324324324,0.060945945945945955,0.8428108108108108,7,4,2,8
5449,INFJ,0.155528,0.08254,0.037919999999999995,0.87952,27,3,6,11
